seqName,strand,individual,locus,allele
G4S72XW01AS5EG,F,130,4,Mama_UD_01
G4S72XW01AYEI6,F,100,4,NewAllele_1492 count=2 threshold=2
G4S72XW01BD3CF,F,128,4,Mama_UD_03
G4S72XW01BB2YE,R,111,2,NewAllele_530 count=9 threshold=2
G4S72XW01AZW7S,R,64,3,Mama_UB_01
G4S72XW01A4DVZ,R,55,3,<unidentified>
G4S72XW01A4HFY,R,69,4,NewAllele_1334 count=3 threshold=2
G4S72XW01BFKTL,F,37,3,NewAllele_754 count=2 threshold=2
G4S72XW01A3HYK,F,102,4,Mama_UD_03
G4S72XW01A8PY4,F,40,2,NewAllele_530 count=9 threshold=2
G4S72XW01AW3PO,R,37,1,<unidentified>
G4S72XW01AV1KV,F,108,2,NewAllele_572 count=9 threshold=2
G4S72XW01ATCRG,F,89,4,NewAllele_1361 count=2 threshold=2
G4S72XW01AV38S,R,128,1,Mama_DRB1_02
G4S72XW01A4SKN,F,20,4,NewAllele_1475 count=2 threshold=2
G4S72XW01A2TNO,F,59,3,Mama_UB_02
G4S72XW01BEJLC,F,89,2,NewAllele_530 count=9 threshold=2
G4S72XW01BBHNJ,F,108,1,Mama_DRB1_06
G4S72XW01BE7NQ,F,53,4,Mama_UD_03
G4S72XW01AZO9S,F,108,1,Mama_DRB1_06
G4S72XW01AQEZQ,F,10,3,NewAllele_1213 count=2 threshold=2
G4S72XW01BFH43,F,89,4,Mama_UD_01
G4S72XW01AU6NJ,F,106,1,<unidentified>
G4S72XW01AYR0K,F,69,1,NewAllele_152 count=2 threshold=2
G4S72XW01A7GKR,R,55,4,NewAllele_1334 count=3 threshold=2
G4S72XW01APEP9,F,89,4,NewAllele_1391 count=3 threshold=2
G4S72XW01AWNE7,R,56,4,Mama_UD_01
G4S72XW01A2W7Y,F,129,2,Mama_DRB2_03
G4S72XW01APJ5H,R,104,2,NewAllele_530 count=9 threshold=2
G4S72XW01A7ZYI,F,136,4,Mama_UD_01
G4S72XW01ATTQR,F,112,3,Mama_UB_01
G4S72XW01AZ7UX,R,58,4,Mama_UD_01
G4S72XW01AVGHY,R,61,3,<unidentified>
G4S72XW01AJZ9B,F,30,1,Mama_DRB1_02
G4S72XW01BCJTH,F,35,1,<unidentified>
G4S72XW01A85FF,F,140,2,NewAllele_530 count=9 threshold=2
G4S72XW01ALLBX,F,38,3,NewAllele_855 count=6 threshold=2
G4S72XW01AU7YC,F,113,2,Mama_DRB2_01
G4S72XW01BASUL,R,138,4,Mama_UD_01
G4S72XW01AQXIL,F,89,4,NewAllele_1334 count=3 threshold=2
G4S72XW01APJZ1,R,52,1,<unidentified>
G4S72XW01A6LV7,R,141,1,Mama_DRB1_07
G4S72XW01A1SW4,F,24,1,<unidentified>
G4S72XW01A9EED,R,76,4,NewAllele_1634 count=2 threshold=2
G4S72XW01BBHIQ,R,111,2,NewAllele_530 count=9 threshold=2
G4S72XW01A4M5I,F,66,4,NewAllele_1471 count=3 threshold=2
G4S72XW01BCJHR,F,138,2,NewAllele_530 count=9 threshold=2
G4S72XW01AZOYJ,F,113,2,NewAllele_530 count=9 threshold=2
G4S72XW01ALBN7,F,61,3,Mama_UB_02
G4S72XW01AJT8Y,F,129,3,<unidentified>
G4S72XW01A72E7,F,34,1,Mama_DRB1_02
G4S72XW01AYX3O,F,51,1,<unidentified>
G4S72XW01A0W0Q,F,132,4,Mama_UD_01
G4S72XW01A3G9N,F,89,1,NewAllele_128 count=3 threshold=2
G4S72XW01BCOYZ,F,6,3,NewAllele_855 count=6 threshold=2
G4S72XW01A09ED,R,130,1,NewAllele_13 count=3 threshold=2
G4S72XW01AV5AZ,R,63,1,<unidentified>
G4S72XW01BFKR1,R,34,3,Mama_UB_01
G4S72XW01ANMJZ,F,56,1,Mama_DRB1_01
G4S72XW01BDHX5,F,118,3,NewAllele_744 count=17 threshold=2
G4S72XW01BB595,F,107,1,Mama_DRB1_02
G4S72XW01BE5WE,F,72,1,Mama_DRB1_06
G4S72XW01A1KOF,F,89,4,NewAllele_1518 count=3 threshold=2
G4S72XW01AUUFV,R,67,3,Mama_UB_01
G4S72XW01A49NR,R,128,3,Mama_UB_02
G4S72XW01BD7ZY,R,128,3,NewAllele_985 count=44 threshold=2
G4S72XW01A8L4N,F,94,3,NewAllele_989 count=4 threshold=2
G4S72XW01AZ025,R,87,1,Mama_DRB1_01
G4S72XW01BD3YH,F,127,3,Mama_UB_02
G4S72XW01A6HHL,F,61,1,<unidentified>
G4S72XW01A72KJ,F,87,3,Mama_UB_01
G4S72XW01A78IL,F,49,4,NewAllele_1334 count=3 threshold=2
G4S72XW01BALGI,F,100,3,Mama_UB_01
G4S72XW01AT28F,F,95,4,Mama_UD_03
G4S72XW01A41XO,F,3,1,NewAllele_116 count=3 threshold=2
G4S72XW01BA5KD,F,71,1,<unidentified>
G4S72XW01AYDPL,F,52,3,NewAllele_1229 count=2 threshold=2
G4S72XW01AN1BS,F,22,3,Mama_UB_01
G4S72XW01AS5NN,F,118,2,NewAllele_261 count=3 threshold=2
G4S72XW01A11N7,R,116,4,Mama_UD_01
G4S72XW01A6DIN,F,56,1,NewAllele_98 count=2 threshold=2
G4S72XW01A63L2,F,33,2,NewAllele_530 count=9 threshold=2
G4S72XW01AXI87,F,81,1,Mama_DRB1_08
G4S72XW01A6K7W,F,40,3,NewAllele_855 count=6 threshold=2
G4S72XW01BCVWE,F,127,1,Mama_DRB1_03
G4S72XW01AP8XI,R,22,2,NewAllele_381 count=782 threshold=2
G4S72XW01AV1V0,R,123,3,Mama_UB_01
G4S72XW01AVYOU,F,129,3,Mama_UB_01
G4S72XW01BGF9Z,R,84,4,NewAllele_1615 count=5 threshold=2
G4S72XW01BBSEM,R,82,1,Mama_DRB1_02
G4S72XW01A4RRS,F,83,1,Mama_DRB1_02
G4S72XW01AVNE8,F,86,1,Mama_DRB1_07
G4S72XW01A9SQ2,R,49,3,NewAllele_917 count=2 threshold=2
G4S72XW01AMIVV,F,103,1,Mama_DRB1_03
G4S72XW01A29BU,R,36,3,NewAllele_855 count=6 threshold=2
G4S72XW01AS8NP,R,51,1,Mama_DRB1_01
G4S72XW01AT0DB,F,22,4,Mama_UD_01
G4S72XW01AORM4,F,51,1,Mama_DRB1_01
G4S72XW01A3AVN,F,51,1,Mama_DRB1_01
G4S72XW01BFECW,R,55,3,<unidentified>
G4S72XW01ATRFY,R,11,2,NewAllele_651 count=4 threshold=2
G4S72XW01A6U28,R,58,2,NewAllele_530 count=9 threshold=2
G4S72XW01BFQ90,R,112,4,Mama_UD_01
G4S72XW01A3BEM,F,107,1,<unidentified>
G4S72XW01BE4OB,R,93,3,Mama_UB_01
G4S72XW01AOTEP,R,55,1,Mama_DRB1_01
G4S72XW01A0UNH,F,15,2,NewAllele_573 count=22 threshold=2
G4S72XW01AQ3ML,F,117,3,NewAllele_1170 count=4 threshold=2
G4S72XW01BCRRD,F,113,1,Mama_DRB1_02
G4S72XW01A20AY,F,103,1,<unidentified>
G4S72XW01BBV32,F,110,2,NewAllele_578 count=5 threshold=2
G4S72XW01BAXWG,F,35,1,<unidentified>
G4S72XW01BFWH3,R,136,3,NewAllele_1051 count=4 threshold=2
G4S72XW01A6UAH,F,38,2,Mama_DRB2_01
G4S72XW01ATRF2,R,41,4,NewAllele_1650 count=6 threshold=2
G4S72XW01AXFXV,R,75,1,Mama_DRB1_02
G4S72XW01BB9YF,R,66,1,<unidentified>
G4S72XW01BE2GJ,R,41,4,Mama_UD_01
G4S72XW01BADBL,F,135,4,Mama_UD_01
G4S72XW01ANR9X,F,93,1,NewAllele_72 count=3 threshold=2
G4S72XW01BCU1D,F,29,3,NewAllele_855 count=6 threshold=2
G4S72XW01BE491,F,6,2,NewAllele_530 count=9 threshold=2
G4S72XW01A69NC,F,85,3,NewAllele_855 count=6 threshold=2
G4S72XW01BENKM,F,35,1,Mama_DRB1_02
G4S72XW01A9ETP,F,101,2,NewAllele_530 count=9 threshold=2
G4S72XW01AQ13C,F,91,4,NewAllele_1334 count=3 threshold=2
G4S72XW01A6P7Z,R,18,2,NewAllele_221 count=591 threshold=2
G4S72XW01A75FA,F,135,4,NewAllele_1592 count=2 threshold=2
G4S72XW01AUYTK,F,14,1,Mama_DRB1_06
G4S72XW01A1CUV,F,87,3,<unidentified>
G4S72XW01BF9DY,R,60,4,NewAllele_1369 count=3 threshold=2
G4S72XW01ASYYK,F,67,4,NewAllele_1618 count=5 threshold=2
G4S72XW01BCJJH,F,35,4,Mama_UD_01
G4S72XW01AMMMN,R,74,2,NewAllele_530 count=9 threshold=2
G4S72XW01AQFPJ,R,106,1,Mama_DRB1_01
G4S72XW01BD3M1,F,113,1,Mama_DRB1_02
G4S72XW01ALK5W,F,72,4,Mama_UD_01
G4S72XW01A72HQ,F,17,3,<unidentified>
G4S72XW01BA7VQ,F,23,3,<unidentified>
G4S72XW01A9CEI,F,100,2,NewAllele_530 count=9 threshold=2
G4S72XW01A9L4W,R,139,2,NewAllele_508 count=182 threshold=2
G4S72XW01BFDUN,F,67,3,NewAllele_1006 count=4 threshold=2
G4S72XW01AREX3,F,123,4,Mama_UD_01
G4S72XW01BFKXL,R,76,4,NewAllele_1340 count=2 threshold=2
G4S72XW01A0UVH,F,25,1,<unidentified>
G4S72XW01AY7FA,R,82,2,NewAllele_221 count=591 threshold=2
G4S72XW01AZB81,R,116,1,<unidentified>
G4S72XW01BB2N1,R,55,2,NewAllele_176 count=297 threshold=2
G4S72XW01A6GQT,F,35,1,<unidentified>
G4S72XW01AW1F0,F,89,4,Mama_UD_01
G4S72XW01BCUWP,F,102,2,NewAllele_190 count=4 threshold=2
G4S72XW01BFNMJ,F,58,2,NewAllele_530 count=9 threshold=2
G4S72XW01BBDKF,F,113,2,NewAllele_714 count=56 threshold=2
G4S72XW01A49WV,F,112,2,NewAllele_530 count=9 threshold=2
G4S72XW01BD6GT,F,21,1,NewAllele_28 count=2 threshold=2
G4S72XW01BCN04,R,41,3,NewAllele_807 count=2 threshold=2
G4S72XW01BDB9Z,F,128,1,Mama_DRB1_05
G4S72XW01AQ3TK,F,118,3,<unidentified>
G4S72XW01BAY40,F,71,3,<unidentified>
G4S72XW01ATR89,F,33,2,NewAllele_530 count=9 threshold=2
G4S72XW01AODA2,R,95,2,NewAllele_176 count=297 threshold=2
G4S72XW01A8OZQ,R,19,4,NewAllele_1315 count=12 threshold=2
G4S72XW01BCSIN,F,130,3,Mama_UB_01
G4S72XW01AV8RJ,F,130,4,NewAllele_1258 count=9 threshold=2
G4S72XW01BAD2K,R,58,2,Mama_DRB2_03
G4S72XW01BDOLL,F,128,1,<unidentified>
G4S72XW01A7HLA,R,87,2,NewAllele_702 count=2 threshold=2
G4S72XW01BD39M,F,24,1,<unidentified>
G4S72XW01AMUXQ,R,125,4,Mama_UD_01
G4S72XW01AQ7L6,F,128,1,<unidentified>
G4S72XW01A5BYP,R,60,2,NewAllele_530 count=9 threshold=2
G4S72XW01BFWM8,F,61,2,NewAllele_371 count=4 threshold=2
G4S72XW01AP8FS,R,65,2,NewAllele_221 count=591 threshold=2
G4S72XW01A079X,F,103,1,<unidentified>
G4S72XW01BETID,F,127,4,NewAllele_1729 count=2 threshold=2
G4S72XW01BA52N,R,108,2,NewAllele_381 count=782 threshold=2
G4S72XW01AX3GY,F,83,3,NewAllele_1190 count=4 threshold=2
G4S72XW01BDC24,F,82,1,Mama_DRB1_08
G4S72XW01A0OC1,F,20,4,NewAllele_1475 count=2 threshold=2
G4S72XW01AMCUX,F,113,1,NewAllele_54 count=2 threshold=2
G4S72XW01ASJCA,R,49,1,NewAllele_52 count=3 threshold=2
G4S72XW01A04HI,F,50,3,<unidentified>
G4S72XW01BEBKM,F,114,4,Mama_UD_01
G4S72XW01BBV12,R,52,1,<unidentified>
G4S72XW01BBS5G,R,139,2,NewAllele_221 count=591 threshold=2
G4S72XW01AZG09,F,116,2,Mama_DRB2_01
G4S72XW01APW2U,R,2,1,<unidentified>
G4S72XW01AZPCJ,R,48,1,Mama_DRB1_01
G4S72XW01AYNWF,F,21,3,NewAllele_1240 count=5 threshold=2
G4S72XW01AS7UZ,F,2,4,Mama_UD_03
G4S72XW01A92KA,R,134,2,NewAllele_221 count=591 threshold=2
G4S72XW01BE3BE,F,98,1,Mama_DRB1_03
G4S72XW01A6A6E,R,92,3,NewAllele_980 count=4 threshold=2
G4S72XW01AZ2P1,F,116,4,Mama_UD_01
G4S72XW01AO3I8,F,108,2,NewAllele_530 count=9 threshold=2
G4S72XW01BDVJR,R,2,2,NewAllele_381 count=782 threshold=2
G4S72XW01A9796,F,113,3,<unidentified>
G4S72XW01BAFJB,R,99,2,NewAllele_508 count=182 threshold=2
G4S72XW01AK1RZ,F,94,4,NewAllele_1465 count=8 threshold=2
G4S72XW01A9KQU,F,126,3,Mama_UB_01
G4S72XW01BEBN3,F,2,1,NewAllele_25 count=2 threshold=2
G4S72XW01AR2DY,F,123,4,Mama_UD_01
G4S72XW01AZDMW,F,118,4,Mama_UD_03
G4S72XW01A0UUK,F,139,2,NewAllele_530 count=9 threshold=2
G4S72XW01BC8J4,R,41,4,Mama_UD_01
G4S72XW01BC8R2,F,21,3,Mama_UB_01
G4S72XW01AV791,F,98,3,Mama_UB_01
G4S72XW01A4V7N,R,51,1,Mama_DRB1_01
G4S72XW01BFKK3,R,87,2,NewAllele_710 count=4 threshold=2
G4S72XW01A7C69,F,114,2,NewAllele_530 count=9 threshold=2
G4S72XW01BFQCP,F,49,3,Mama_UB_01
G4S72XW01AJUA1,F,109,3,NewAllele_1168 count=8 threshold=2
G4S72XW01BDJPL,F,49,1,Mama_DRB1_01
G4S72XW01A4GRF,R,125,4,Mama_UD_01
G4S72XW01AQXTH,R,29,3,Mama_UB_01
G4S72XW01AU036,F,138,2,NewAllele_530 count=9 threshold=2
G4S72XW01BCFS1,F,118,2,Mama_DRB2_01
G4S72XW01A7K1N,F,113,2,Mama_DRB2_02
G4S72XW01AMQ6P,F,107,4,Mama_UD_03
G4S72XW01BBSZD,F,99,1,Mama_DRB1_01
G4S72XW01AO8G4,F,127,3,<unidentified>
G4S72XW01BA16N,F,72,3,Mama_UB_02
G4S72XW01BE76X,F,107,1,<unidentified>
G4S72XW01BF58V,F,37,4,NewAllele_1334 count=3 threshold=2
G4S72XW01AQ1KK,R,6,2,NewAllele_530 count=9 threshold=2
G4S72XW01AZKGO,R,142,2,NewAllele_176 count=297 threshold=2
G4S72XW01A9BNH,R,112,3,Mama_UB_01
G4S72XW01AQBMR,F,47,2,NewAllele_469 count=3 threshold=2
G4S72XW01AMZJ3,F,108,4,Mama_UD_01
G4S72XW01BC3M3,R,83,2,NewAllele_412 count=7 threshold=2
G4S72XW01BB8H4,F,70,3,NewAllele_985 count=44 threshold=2
G4S72XW01BAMD0,F,14,3,Mama_UB_02
G4S72XW01A4RPH,F,24,3,Mama_UB_02
G4S72XW01BFZTW,R,47,2,NewAllele_530 count=9 threshold=2
G4S72XW01A5CJA,F,50,3,Mama_UB_02
G4S72XW01A71M8,F,37,3,<unidentified>
G4S72XW01BDQX7,R,116,2,NewAllele_530 count=9 threshold=2
G4S72XW01BBMXS,F,134,3,Mama_UB_01
G4S72XW01A1RUE,F,135,3,NewAllele_985 count=44 threshold=2
G4S72XW01BA9WL,R,20,3,Mama_UB_01
G4S72XW01A21M7,F,128,1,<unidentified>
G4S72XW01ATWE1,F,129,2,NewAllele_573 count=22 threshold=2
G4S72XW01BGCI8,F,16,3,Mama_UB_02
G4S72XW01BCLQH,F,137,2,NewAllele_376 count=65 threshold=2
G4S72XW01AXDMI,F,89,1,<unidentified>
G4S72XW01ANJS8,F,90,3,NewAllele_770 count=2 threshold=2
G4S72XW01ANUQ3,F,127,4,NewAllele_1655 count=4 threshold=2
G4S72XW01BC3SE,F,90,2,Mama_DRB2_02
G4S72XW01A8ZMX,R,54,2,NewAllele_530 count=9 threshold=2
G4S72XW01BC5LQ,R,24,3,<unidentified>
G4S72XW01AVRP9,R,106,1,Mama_DRB1_01
G4S72XW01A9WA9,F,68,4,NewAllele_1334 count=3 threshold=2
G4S72XW01AYHRU,F,141,2,NewAllele_714 count=56 threshold=2
G4S72XW01A4NJC,F,23,1,<unidentified>
G4S72XW01AOXID,F,61,2,NewAllele_530 count=9 threshold=2
G4S72XW01BF6IZ,R,107,3,<unidentified>
G4S72XW01AQA3C,R,87,4,Mama_UD_03
G4S72XW01AKO9K,F,133,2,Mama_DRB2_01
G4S72XW01AYB4X,F,106,2,NewAllele_675 count=3 threshold=2
G4S72XW01BCMFR,F,35,4,NewAllele_1247 count=4 threshold=2
G4S72XW01BA5KL,F,109,1,Mama_DRB1_01
G4S72XW01ALSIF,F,54,3,Mama_UB_02
G4S72XW01AN8DH,F,102,1,<unidentified>
G4S72XW01BCF3A,F,140,2,Mama_DRB2_03
G4S72XW01BES4L,R,107,4,NewAllele_1524 count=4 threshold=2
G4S72XW01BEP78,R,98,1,Mama_DRB1_01
G4S72XW01BF6X8,F,15,3,Mama_UB_01
G4S72XW01AQHJ6,F,94,3,Mama_UB_01
G4S72XW01ANYR5,R,95,1,<unidentified>
G4S72XW01BAT10,R,134,2,NewAllele_221 count=591 threshold=2
G4S72XW01AQ0PJ,F,65,1,<unidentified>
G4S72XW01A1K9P,R,30,2,NewAllele_530 count=9 threshold=2
G4S72XW01A629G,R,87,3,NewAllele_855 count=6 threshold=2
G4S72XW01ANGJS,F,47,2,NewAllele_530 count=9 threshold=2
G4S72XW01ASTEE,F,5,2,NewAllele_431 count=2 threshold=2
G4S72XW01AUPJB,F,57,2,NewAllele_530 count=9 threshold=2
G4S72XW01A4MY2,F,113,1,Mama_DRB1_02
G4S72XW01BDZBL,F,108,1,NewAllele_156 count=2 threshold=2
G4S72XW01BEUSY,F,61,3,NewAllele_836 count=3 threshold=2
G4S72XW01BCLF5,F,123,3,NewAllele_1170 count=4 threshold=2
G4S72XW01BFDKP,F,114,2,Mama_DRB2_01
G4S72XW01AWJ95,F,39,2,NewAllele_243 count=6 threshold=2
G4S72XW01AMEY0,F,106,4,NewAllele_1369 count=3 threshold=2
G4S72XW01BFXJS,R,32,3,NewAllele_984 count=11 threshold=2
G4S72XW01AQMLE,R,111,1,NewAllele_31 count=2 threshold=2
G4S72XW01A4M77,F,94,4,Mama_UD_03
G4S72XW01A2R23,F,123,4,NewAllele_1638 count=2 threshold=2
G4S72XW01BC25D,R,54,2,NewAllele_381 count=782 threshold=2
G4S72XW01AK7AL,F,20,3,NewAllele_1117 count=2 threshold=2
G4S72XW01BFT4W,R,34,1,Mama_DRB1_06
G4S72XW01A750W,F,46,2,NewAllele_530 count=9 threshold=2
G4S72XW01A74QC,F,30,1,Mama_DRB1_02
G4S72XW01BFWFN,F,128,3,<unidentified>
G4S72XW01ALHPH,R,71,3,Mama_UB_01
G4S72XW01A715L,R,100,2,NewAllele_221 count=591 threshold=2
G4S72XW01AKGQD,F,53,3,Mama_UB_01
G4S72XW01APS9W,F,67,4,Mama_UD_02
G4S72XW01A3BW1,R,114,4,Mama_UD_01
G4S72XW01A8X08,F,39,1,NewAllele_63 count=2 threshold=2
G4S72XW01BFW82,F,114,2,Mama_DRB2_02
G4S72XW01A4LS6,F,106,2,NewAllele_530 count=9 threshold=2
G4S72XW01ASGJZ,R,114,1,<unidentified>
G4S72XW01BF3TM,F,35,2,Mama_DRB2_03
G4S72XW01BFQQA,F,90,2,NewAllele_530 count=9 threshold=2
G4S72XW01BANZU,F,19,2,NewAllele_714 count=56 threshold=2
G4S72XW01A2NGY,R,127,3,NewAllele_1096 count=9 threshold=2
G4S72XW01BAL1X,F,110,2,Mama_DRB2_01
G4S72XW01BD0PR,F,83,3,NewAllele_855 count=6 threshold=2
G4S72XW01AJ6A7,F,15,3,Mama_UB_02
G4S72XW01BCC25,R,113,2,NewAllele_530 count=9 threshold=2
G4S72XW01A7DLP,F,128,1,<unidentified>
G4S72XW01AY6B7,F,48,2,Mama_DRB2_01
G4S72XW01BDHRL,F,56,3,Mama_UB_01
G4S72XW01A9P7O,R,53,3,Mama_UB_01
G4S72XW01A719X,F,99,4,Mama_UD_01
G4S72XW01ATKZT,R,56,4,Mama_UD_01
G4S72XW01A71LS,F,94,2,NewAllele_376 count=65 threshold=2
G4S72XW01A5PMG,R,35,1,Mama_DRB1_03
G4S72XW01A6PEM,R,104,1,Mama_DRB1_01
G4S72XW01BCRS5,R,56,1,Mama_DRB1_01
G4S72XW01A53XB,R,113,2,NewAllele_530 count=9 threshold=2
G4S72XW01ANUIN,F,93,3,<unidentified>
G4S72XW01BDNQS,F,135,2,Mama_DRB2_01
G4S72XW01A0T6P,F,119,4,NewAllele_1690 count=2 threshold=2
G4S72XW01AYDG6,F,134,1,<unidentified>
G4S72XW01BEAPP,F,115,3,NewAllele_767 count=2 threshold=2
G4S72XW01A0DRS,F,130,2,NewAllele_530 count=9 threshold=2
G4S72XW01BCTT5,R,127,1,<unidentified>
G4S72XW01BBIWO,F,52,4,NewAllele_1634 count=2 threshold=2
G4S72XW01BDDB3,F,113,1,Mama_DRB1_02
G4S72XW01A5LCV,F,53,1,<unidentified>
G4S72XW01ASMLE,F,56,1,Mama_DRB1_01
G4S72XW01BC88Y,R,111,1,<unidentified>
G4S72XW01BEOY5,F,68,3,Mama_UB_01
G4S72XW01A5HGC,R,107,4,Mama_UD_01
G4S72XW01BD31D,F,25,3,Mama_UB_01
G4S72XW01A3PWA,F,133,4,NewAllele_1674 count=3 threshold=2
G4S72XW01AK04X,R,2,2,NewAllele_381 count=782 threshold=2
G4S72XW01AOQPX,R,37,4,NewAllele_1315 count=12 threshold=2
G4S72XW01A88LU,F,52,1,Mama_DRB1_01
G4S72XW01ALMLT,R,89,4,Mama_UD_01
G4S72XW01BFQP7,F,107,3,NewAllele_855 count=6 threshold=2
G4S72XW01A9QS8,F,43,2,NewAllele_571 count=2 threshold=2
G4S72XW01A4GXX,F,60,2,Mama_DRB2_01
G4S72XW01A3D13,R,125,1,NewAllele_31 count=2 threshold=2
G4S72XW01BAHI0,F,17,4,NewAllele_1313 count=5 threshold=2
G4S72XW01A7HM0,F,125,4,Mama_UD_01
G4S72XW01A7SR8,F,113,3,Mama_UB_01
G4S72XW01BC77E,F,114,4,Mama_UD_01
G4S72XW01BBJFH,F,141,2,NewAllele_530 count=9 threshold=2
G4S72XW01A2M0W,R,47,2,NewAllele_530 count=9 threshold=2
G4S72XW01AO9RB,R,51,2,NewAllele_530 count=9 threshold=2
G4S72XW01AP0ML,F,127,1,<unidentified>
G4S72XW01APXQE,F,107,4,Mama_UD_01
G4S72XW01AP4SA,R,56,3,Mama_UB_01
G4S72XW01ANEJS,R,87,4,Mama_UD_01
G4S72XW01ASJJL,F,21,2,NewAllele_530 count=9 threshold=2
G4S72XW01A82AA,F,6,3,NewAllele_985 count=44 threshold=2
G4S72XW01A1TNQ,F,70,3,NewAllele_1138 count=9 threshold=2
G4S72XW01A9QH3,F,112,4,NewAllele_1640 count=2 threshold=2
G4S72XW01AVMSY,F,69,4,Mama_UD_01
G4S72XW01AKYCD,F,136,3,NewAllele_1219 count=4 threshold=2
G4S72XW01A7ANS,F,102,3,NewAllele_985 count=44 threshold=2
G4S72XW01AKU0X,F,123,1,<unidentified>
G4S72XW01A2C23,R,66,1,Mama_DRB1_07
G4S72XW01A038P,F,1,4,NewAllele_1618 count=5 threshold=2
G4S72XW01BBT9W,R,85,3,Mama_UB_01
G4S72XW01A4UEM,F,136,3,Mama_UB_01
G4S72XW01AX7E9,F,34,1,Mama_DRB1_06
G4S72XW01AM7WL,R,50,4,NewAllele_1440 count=2 threshold=2
G4S72XW01A8O2I,F,59,3,<unidentified>
G4S72XW01BB4SN,F,20,3,NewAllele_904 count=8 threshold=2
G4S72XW01A6END,F,53,4,NewAllele_1243 count=3 threshold=2
G4S72XW01A3TQ9,F,70,4,NewAllele_1248 count=2 threshold=2
G4S72XW01AN15H,F,114,2,Mama_DRB2_01
G4S72XW01ALJ9S,F,113,4,NewAllele_1544 count=3 threshold=2
G4S72XW01A44C5,F,113,1,Mama_DRB1_02
G4S72XW01A46DK,F,1,4,NewAllele_1363 count=2 threshold=2
G4S72XW01A9QYM,R,33,1,Mama_DRB1_02
G4S72XW01BERCM,R,41,2,NewAllele_221 count=591 threshold=2
G4S72XW01AWPQT,F,18,3,Mama_UB_01
G4S72XW01BF9R3,F,134,2,Mama_DRB2_03
G4S72XW01A9686,F,2,4,NewAllele_1583 count=7 threshold=2
G4S72XW01A63R5,R,142,2,NewAllele_221 count=591 threshold=2
G4S72XW01A21VV,F,140,2,NewAllele_573 count=22 threshold=2
G4S72XW01A9MSH,R,103,2,NewAllele_530 count=9 threshold=2
G4S72XW01A2ALN,R,61,4,Mama_UD_01
G4S72XW01A74MO,F,37,1,Mama_DRB1_01
G4S72XW01A6I0H,F,94,3,<unidentified>
G4S72XW01AZGL5,F,27,1,<unidentified>
G4S72XW01BFHRV,R,108,2,NewAllele_530 count=9 threshold=2
G4S72XW01AT7R2,R,31,3,Mama_UB_01
G4S72XW01A1B8V,F,114,3,NewAllele_1096 count=9 threshold=2
G4S72XW01AY82X,R,143,4,Mama_UD_01
G4S72XW01BFOVZ,F,91,4,Mama_UD_02
G4S72XW01BFD8Y,F,24,4,NewAllele_1561 count=4 threshold=2
G4S72XW01AWVAV,F,93,1,NewAllele_72 count=3 threshold=2
G4S72XW01A3R97,F,137,2,NewAllele_376 count=65 threshold=2
G4S72XW01AV7KO,F,50,1,NewAllele_24 count=3 threshold=2
G4S72XW01A0QKA,F,48,2,NewAllele_530 count=9 threshold=2
G4S72XW01BA5MJ,R,49,2,NewAllele_530 count=9 threshold=2
G4S72XW01A6UA2,F,110,1,<unidentified>
G4S72XW01A8PHX,F,111,3,Mama_UB_01
G4S72XW01A844D,F,71,1,<unidentified>
G4S72XW01BD6WB,F,135,1,Mama_DRB1_01
G4S72XW01ALPTY,F,35,1,Mama_DRB1_02
G4S72XW01BEW1D,F,35,4,Mama_UD_01
G4S72XW01AN3OK,R,39,1,Mama_DRB1_01
G4S72XW01BBTIE,R,81,2,NewAllele_530 count=9 threshold=2
G4S72XW01A3YY8,F,113,4,NewAllele_1600 count=2 threshold=2
G4S72XW01BDZJ7,F,107,4,NewAllele_1679 count=2 threshold=2
G4S72XW01BDRP6,F,103,1,Mama_DRB1_01
G4S72XW01ANS6L,F,128,4,Mama_UD_01
G4S72XW01A97IM,R,48,3,NewAllele_1152 count=5 threshold=2
G4S72XW01A2N8D,R,35,2,Mama_DRB2_03
G4S72XW01AP92M,F,123,3,<unidentified>
G4S72XW01AYC6O,R,59,4,Mama_UD_01
G4S72XW01A9KOQ,F,22,2,Mama_DRB2_01
G4S72XW01A4YZI,F,47,2,Mama_DRB2_01
G4S72XW01BGCBC,F,72,3,Mama_UB_02
G4S72XW01BB0H3,R,143,2,NewAllele_221 count=591 threshold=2
G4S72XW01ATLT8,R,35,2,NewAllele_221 count=591 threshold=2
G4S72XW01A7PQE,R,100,1,Mama_DRB1_04
G4S72XW01A26P1,R,90,2,NewAllele_221 count=591 threshold=2
G4S72XW01BEURB,R,47,2,NewAllele_530 count=9 threshold=2
G4S72XW01A59JH,R,58,1,<unidentified>
G4S72XW01BEWGB,F,58,3,NewAllele_759 count=5 threshold=2
G4S72XW01ALHKX,F,60,3,<unidentified>
G4S72XW01BFKW0,F,5,4,NewAllele_1702 count=2 threshold=2
G4S72XW01ANDBT,R,128,2,NewAllele_686 count=3 threshold=2
G4S72XW01BE7EX,R,14,2,NewAllele_176 count=297 threshold=2
G4S72XW01BFDT3,F,32,1,Mama_DRB1_01
G4S72XW01A04TO,F,101,2,Mama_DRB2_02
G4S72XW01ANIXC,F,33,2,NewAllele_530 count=9 threshold=2
